id_user,umur,jenis_kelamin,tinggi_badan,berat_badan,target_berat,aktivitas_harian,rutin_olahraga,ngemil_malam,jam_tidur,motivasi
553,57,laki-laki,172.8,64.7,72.2,rendah,tidak pernah,tidak pernah,5,Meningkatkan Berat Badan
554,19,laki-laki,177.1,84.3,64.3,tinggi,sering,tidak pernah,9,Menjaga Kesehatan
555,39,laki-laki,183.6,78.3,71.7,rendah,tidak pernah,sering,8,Menjaga Kesehatan
556,42,laki-laki,180.4,96.8,65.9,tinggi,sering,tidak pernah,8,Menjaga Kesehatan
557,62,laki-laki,187.4,95.1,89.8,rendah,tidak pernah,jarang,8,Menurunkan Berat Badan
558,45,laki-laki,172.4,62.9,60.5,tinggi,sering,sering,7,Meningkatkan Kebugaran
559,59,laki-laki,192,111.3,77.4,rendah,tidak pernah,jarang,4,Menjaga Kesehatan
560,50,laki-laki,175.7,86.1,77.5,sedang,sering,sering,8,Menurunkan Berat Badan
561,20,laki-laki,165,62.8,63.1,rendah,jarang,sering,4,Meningkatkan Kebugaran
562,48,laki-laki,188.3,110.7,82.6,tinggi,tidak pernah,jarang,8,Menjaga Kesehatan
563,65,laki-laki,174,57.6,62.1,sedang,jarang,jarang,7,Meningkatkan Berat Badan
564,37,laki-laki,191.9,80.7,86.4,rendah,jarang,sering,7,Menjaga Kesehatan
565,43,laki-laki,170.1,79.6,72.4,rendah,jarang,sering,7,Menurunkan Berat Badan
566,63,laki-laki,188.8,100.7,82.7,tinggi,sering,sering,4,Menurunkan Berat Badan
567,59,laki-laki,197.6,102.9,88.8,sedang,jarang,tidak pernah,5,Menurunkan Berat Badan
568,44,laki-laki,177.1,76.8,70.9,sedang,jarang,sering,5,Meningkatkan Kebugaran
569,25,laki-laki,198.4,98.3,83.1,sedang,sering,sering,4,Meningkatkan Kebugaran
570,27,laki-laki,197.9,112.8,86,tinggi,jarang,sering,6,Menjaga Kesehatan
571,43,laki-laki,171.2,69.5,61.9,rendah,jarang,jarang,5,Menjaga Kesehatan
572,34,laki-laki,195.6,89.5,90.9,sedang,sering,sering,7,Menjaga Kesehatan
573,27,laki-laki,169.8,49.3,52.2,tinggi,jarang,jarang,4,Meningkatkan Berat Badan
574,60,laki-laki,170.4,74.4,63.1,rendah,jarang,jarang,4,Meningkatkan Kebugaran
575,44,laki-laki,167,79.2,57.6,rendah,jarang,tidak pernah,9,Menjaga Kesehatan
576,41,laki-laki,185,95.9,81.9,tinggi,sering,tidak pernah,4,Menjaga Kesehatan
577,35,laki-laki,165.7,79.9,64.8,rendah,jarang,tidak pernah,5,Menurunkan Berat Badan
578,50,laki-laki,186.1,86.4,75,sedang,jarang,tidak pernah,5,Meningkatkan Kebugaran
579,44,laki-laki,166.9,62.5,56.5,rendah,tidak pernah,tidak pernah,5,Meningkatkan Kebugaran
580,44,laki-laki,180,82.7,69.3,tinggi,tidak pernah,jarang,4,Menurunkan Berat Badan
581,61,laki-laki,166.4,66.1,69,tinggi,jarang,tidak pernah,6,Menjaga Kesehatan
582,38,laki-laki,189.1,92.4,79.6,sedang,jarang,jarang,4,Meningkatkan Kebugaran
583,57,laki-laki,161.1,54.5,55.2,rendah,tidak pernah,sering,8,Menjaga Kesehatan
584,64,laki-laki,180.5,85.5,72.3,sedang,jarang,tidak pernah,7,Menurunkan Berat Badan
585,64,laki-laki,166.8,82.6,65.3,sedang,tidak pernah,jarang,5,Meningkatkan Kebugaran
586,53,laki-laki,170,73.6,67.1,tinggi,sering,jarang,5,Menurunkan Berat Badan
587,20,laki-laki,180,79.4,66.7,tinggi,jarang,tidak pernah,9,Meningkatkan Kebugaran
588,19,laki-laki,191.3,89.5,73.4,rendah,tidak pernah,tidak pernah,6,Menjaga Kesehatan
589,55,laki-laki,169.9,81.8,58.1,sedang,sering,jarang,7,Meningkatkan Kebugaran
590,21,laki-laki,185.2,85,69.9,tinggi,sering,sering,6,Menjaga Kesehatan
591,60,laki-laki,166.2,73.3,60.1,rendah,jarang,jarang,4,Menurunkan Berat Badan
592,39,laki-laki,190.1,104.5,78.9,rendah,tidak pernah,sering,4,Meningkatkan Kebugaran
593,19,laki-laki,187.2,81.4,71.7,tinggi,jarang,jarang,9,Meningkatkan Kebugaran
594,34,laki-laki,190.4,96.4,84,rendah,tidak pernah,sering,6,Menurunkan Berat Badan
595,28,laki-laki,185.3,81.6,80.4,sedang,sering,jarang,9,Menjaga Kesehatan
596,35,laki-laki,186.6,90.8,75.4,tinggi,sering,sering,7,Menjaga Kesehatan
597,49,laki-laki,182.5,80.5,83.3,sedang,jarang,jarang,7,Menjaga Kesehatan
598,26,laki-laki,184.7,71,72.2,sedang,jarang,jarang,8,Meningkatkan Kebugaran
599,18,laki-laki,190.8,89.9,83.8,tinggi,jarang,jarang,8,Meningkatkan Kebugaran
600,58,laki-laki,161.2,56.2,61.5,rendah,jarang,jarang,5,Meningkatkan Kebugaran
601,37,laki-laki,197.2,91.6,88.7,sedang,jarang,sering,8,Meningkatkan Kebugaran
602,56,laki-laki,171.3,89.6,75.1,rendah,jarang,tidak pernah,7,Menurunkan Berat Badan
603,50,laki-laki,193.5,95.5,88.9,rendah,jarang,jarang,5,Menjaga Kesehatan
604,55,laki-laki,178.8,99.5,90.4,rendah,jarang,sering,6,Menurunkan Berat Badan
605,33,laki-laki,191.8,88.2,88.9,sedang,jarang,jarang,6,Meningkatkan Kebugaran
606,36,laki-laki,176.9,77.1,86.1,sedang,jarang,sering,5,Meningkatkan Berat Badan
607,30,laki-laki,174.7,75.1,68.1,rendah,jarang,tidak pernah,8,Menurunkan Berat Badan
608,63,laki-laki,176.6,80.8,68.2,rendah,jarang,sering,7,Menjaga Kesehatan
609,27,laki-laki,192.2,78.1,79,tinggi,sering,tidak pernah,5,Meningkatkan Kebugaran
610,31,laki-laki,189.7,104.9,97.2,tinggi,sering,sering,5,Menurunkan Berat Badan
611,43,laki-laki,177.6,91.6,82.7,sedang,tidak pernah,tidak pernah,8,Menurunkan Berat Badan
612,48,laki-laki,190.5,80.5,92,tinggi,sering,tidak pernah,7,Meningkatkan Berat Badan
613,64,laki-laki,162.7,62,63.9,rendah,tidak pernah,tidak pernah,9,Meningkatkan Kebugaran
614,22,laki-laki,198.9,76.7,86.6,sedang,tidak pernah,sering,7,Meningkatkan Kebugaran
615,21,laki-laki,174.2,76.1,61,sedang,sering,jarang,9,Menurunkan Berat Badan
616,18,laki-laki,178.4,92.9,85.2,tinggi,sering,tidak pernah,7,Menurunkan Berat Badan
617,40,laki-laki,187,73.2,83,sedang,jarang,sering,9,Meningkatkan Kebugaran
618,58,laki-laki,170,71.3,65.4,sedang,tidak pernah,jarang,6,Meningkatkan Kebugaran
619,47,laki-laki,184.3,79.5,89.9,tinggi,sering,tidak pernah,4,Meningkatkan Berat Badan
620,56,laki-laki,190.1,86.3,75.9,rendah,tidak pernah,jarang,9,Menjaga Kesehatan
621,44,laki-laki,193.9,80.5,87.3,sedang,tidak pernah,tidak pernah,6,Meningkatkan Kebugaran
622,39,laki-laki,191.4,112.8,73.8,sedang,jarang,sering,4,Meningkatkan Kebugaran
623,35,laki-laki,193.5,97.5,89.9,sedang,jarang,sering,5,Menurunkan Berat Badan
624,37,laki-laki,170.6,81.7,72.4,sedang,jarang,sering,6,Menurunkan Berat Badan
625,48,laki-laki,183.7,74.8,76.2,tinggi,jarang,sering,5,Meningkatkan Kebugaran
626,62,laki-laki,178.2,98.4,85.1,tinggi,sering,sering,7,Menurunkan Berat Badan
627,32,laki-laki,181.6,103.7,87.4,tinggi,tidak pernah,sering,8,Menurunkan Berat Badan
628,47,laki-laki,163.4,68,59.8,tinggi,sering,tidak pernah,6,Meningkatkan Kebugaran
629,61,laki-laki,189.4,101.6,81.9,sedang,jarang,jarang,5,Menurunkan Berat Badan
630,33,laki-laki,175.7,86.4,75.6,sedang,sering,jarang,8,Menurunkan Berat Badan
631,22,laki-laki,191.6,82,75.2,rendah,jarang,sering,6,Meningkatkan Kebugaran
632,35,laki-laki,182.9,101.3,83.9,tinggi,sering,jarang,7,Menurunkan Berat Badan
633,44,laki-laki,160.9,65,52.1,tinggi,sering,tidak pernah,9,Meningkatkan Kebugaran
634,57,laki-laki,176.9,71.8,72.4,sedang,tidak pernah,jarang,5,Menjaga Kesehatan
635,55,laki-laki,172.9,59.9,63.5,rendah,tidak pernah,tidak pernah,9,Meningkatkan Berat Badan
636,59,laki-laki,171.1,76.5,65.2,rendah,tidak pernah,jarang,5,Meningkatkan Kebugaran
637,19,laki-laki,176.7,77.3,72.8,sedang,jarang,jarang,9,Menurunkan Berat Badan
638,39,laki-laki,195.9,95.6,80.6,tinggi,sering,jarang,8,Menjaga Kesehatan
639,60,laki-laki,191.5,113.4,101.8,rendah,jarang,sering,9,Menurunkan Berat Badan
640,49,laki-laki,193.1,88.5,87.3,tinggi,sering,tidak pernah,9,Menjaga Kesehatan
641,29,laki-laki,176.3,75.3,86.4,tinggi,jarang,jarang,8,Meningkatkan Berat Badan
642,47,laki-laki,176.3,61.6,69.1,sedang,sering,tidak pernah,8,Meningkatkan Kebugaran
643,32,laki-laki,167.4,79.6,64.3,rendah,tidak pernah,tidak pernah,6,Menurunkan Berat Badan
644,58,laki-laki,174.6,67.8,69.2,tinggi,sering,tidak pernah,7,Menjaga Kesehatan
645,21,laki-laki,182,71.1,66.5,tinggi,sering,tidak pernah,8,Menurunkan Berat Badan
646,49,laki-laki,191.8,82.8,81,tinggi,sering,jarang,6,Menjaga Kesehatan
647,19,laki-laki,165.9,68,72.2,tinggi,jarang,tidak pernah,9,Meningkatkan Berat Badan
648,33,laki-laki,199.4,76.2,94.7,tinggi,sering,jarang,5,Menjaga Kesehatan
649,61,laki-laki,163.2,69.6,54.1,rendah,tidak pernah,jarang,5,Menjaga Kesehatan
650,60,laki-laki,177.1,73.8,74.5,tinggi,jarang,jarang,5,Meningkatkan Kebugaran
651,24,laki-laki,176.5,73.9,65.4,rendah,jarang,jarang,8,Meningkatkan Kebugaran
652,45,laki-laki,188.8,117.2,102.6,rendah,jarang,tidak pernah,9,Menurunkan Berat Badan
653,22,laki-laki,181.7,74,74,rendah,jarang,jarang,5,Menjaga Kesehatan
654,37,laki-laki,174.6,79.8,68,rendah,tidak pernah,tidak pernah,7,Meningkatkan Kebugaran
655,61,laki-laki,160.1,70.3,57.9,tinggi,jarang,tidak pernah,6,Menurunkan Berat Badan
656,24,laki-laki,187.1,70.8,80.1,rendah,sering,jarang,5,Meningkatkan Kebugaran
657,58,laki-laki,198.9,120.2,84.1,rendah,tidak pernah,sering,6,Meningkatkan Kebugaran
658,46,laki-laki,180,82.6,68.8,sedang,tidak pernah,tidak pernah,4,Menjaga Kesehatan
659,53,laki-laki,173.7,75.4,67.1,rendah,jarang,sering,8,Meningkatkan Kebugaran
660,43,laki-laki,177.5,64,56.3,rendah,jarang,sering,6,Menurunkan Berat Badan
661,33,laki-laki,174.6,68,66.1,sedang,jarang,jarang,4,Menjaga Kesehatan
662,25,laki-laki,187.7,105.3,74,sedang,sering,sering,4,Menjaga Kesehatan
663,44,laki-laki,170.4,72.8,62.5,rendah,tidak pernah,tidak pernah,8,Menurunkan Berat Badan
664,39,laki-laki,164.1,73.4,54.7,rendah,tidak pernah,tidak pernah,9,Menjaga Kesehatan
665,37,laki-laki,168.1,64.2,55.2,tinggi,jarang,jarang,5,Menurunkan Berat Badan
666,63,laki-laki,173,75.7,61.4,tinggi,jarang,sering,6,Menurunkan Berat Badan
667,27,laki-laki,178.6,91.5,77.2,tinggi,sering,sering,6,Menurunkan Berat Badan
668,49,laki-laki,168.9,80.9,58.5,sedang,jarang,tidak pernah,6,Menjaga Kesehatan
669,34,laki-laki,172.8,75.5,64.2,tinggi,sering,tidak pernah,7,Meningkatkan Kebugaran
670,53,laki-laki,161.8,77.2,64.6,rendah,sering,sering,5,Menurunkan Berat Badan
671,51,laki-laki,189.4,75.6,83.6,rendah,tidak pernah,jarang,5,Meningkatkan Kebugaran
672,46,laki-laki,186.6,93.8,76.2,sedang,sering,jarang,6,Menurunkan Berat Badan
673,39,laki-laki,197.4,99.8,93.4,tinggi,sering,tidak pernah,8,Meningkatkan Kebugaran
674,39,laki-laki,160.5,51,48.1,rendah,sering,tidak pernah,5,Menjaga Kesehatan
675,50,laki-laki,182.5,74.5,61.8,rendah,sering,sering,9,Menurunkan Berat Badan
676,61,laki-laki,190.6,98.2,88.4,tinggi,sering,tidak pernah,7,Menurunkan Berat Badan
677,44,laki-laki,168.3,59.7,53.9,sedang,jarang,sering,9,Menurunkan Berat Badan
678,37,laki-laki,172.6,78.5,65.5,sedang,jarang,jarang,5,Menurunkan Berat Badan
679,46,laki-laki,172.7,57.5,66.9,tinggi,sering,jarang,5,Meningkatkan Kebugaran
680,38,laki-laki,181.7,93.6,99.7,sedang,tidak pernah,sering,9,Meningkatkan Berat Badan
681,27,laki-laki,191.5,97.9,75.8,sedang,jarang,tidak pernah,9,Menjaga Kesehatan
682,27,laki-laki,191.9,88.8,87.4,rendah,tidak pernah,jarang,4,Meningkatkan Kebugaran
683,44,laki-laki,198.3,103.1,87.2,sedang,jarang,jarang,6,Menurunkan Berat Badan
684,40,laki-laki,177.1,74.8,64.9,tinggi,sering,tidak pernah,7,Meningkatkan Kebugaran
685,61,laki-laki,172.4,74.6,76.8,tinggi,sering,sering,9,Menjaga Kesehatan
686,39,laki-laki,195.2,99.8,114.7,rendah,jarang,tidak pernah,9,Meningkatkan Berat Badan
687,57,laki-laki,191.7,88.8,76.1,tinggi,sering,jarang,8,Menjaga Kesehatan
688,29,laki-laki,163.4,76.5,66.6,rendah,tidak pernah,tidak pernah,6,Menurunkan Berat Badan
689,61,laki-laki,181.6,100.8,81.2,rendah,tidak pernah,sering,8,Menurunkan Berat Badan
690,27,laki-laki,186.1,80.3,79.6,sedang,tidak pernah,jarang,5,Menjaga Kesehatan
691,27,laki-laki,198,88.8,89.5,tinggi,sering,tidak pernah,4,Menjaga Kesehatan
692,25,laki-laki,194.1,95.2,76.6,sedang,jarang,tidak pernah,7,Menurunkan Berat Badan
693,57,laki-laki,163.5,79.2,61.9,rendah,tidak pernah,sering,8,Menjaga Kesehatan
694,30,laki-laki,171.7,84.1,70.7,tinggi,sering,sering,4,Menjaga Kesehatan
695,30,laki-laki,174.7,85.9,63.6,sedang,jarang,sering,5,Menjaga Kesehatan
696,42,laki-laki,176.3,78.6,66.8,rendah,tidak pernah,sering,4,Meningkatkan Kebugaran
697,53,laki-laki,192.5,109.3,82.5,rendah,tidak pernah,tidak pernah,5,Menjaga Kesehatan
698,52,laki-laki,199.5,97.1,103,sedang,tidak pernah,tidak pernah,9,Meningkatkan Berat Badan
699,35,laki-laki,180.6,80.6,73.4,sedang,sering,jarang,7,Menjaga Kesehatan
700,21,laki-laki,163,69.9,61.2,sedang,jarang,jarang,9,Meningkatkan Kebugaran
701,46,laki-laki,166.5,68.6,61.4,tinggi,sering,sering,6,Menjaga Kesehatan
702,46,laki-laki,182.3,90.3,72.9,sedang,tidak pernah,sering,6,Menurunkan Berat Badan
703,36,laki-laki,178.9,81.8,65.3,tinggi,tidak pernah,tidak pernah,8,Meningkatkan Kebugaran
704,42,laki-laki,173.1,64.4,58.9,sedang,jarang,tidak pernah,9,Menurunkan Berat Badan
705,34,laki-laki,191.5,89.2,100.1,sedang,jarang,sering,5,Meningkatkan Berat Badan
706,48,laki-laki,186.6,83.4,82.6,sedang,jarang,jarang,9,Meningkatkan Kebugaran
707,22,laki-laki,180.7,83.9,89.1,rendah,tidak pernah,jarang,8,Meningkatkan Berat Badan
708,37,laki-laki,192.5,98.7,80.8,sedang,jarang,tidak pernah,4,Menurunkan Berat Badan
709,38,laki-laki,190.4,75.5,76.6,rendah,jarang,sering,8,Menjaga Kesehatan
710,46,laki-laki,168.4,72.9,63.2,rendah,tidak pernah,tidak pernah,4,Menjaga Kesehatan
711,32,laki-laki,191.8,81.1,72.5,rendah,tidak pernah,jarang,9,Menurunkan Berat Badan
712,46,laki-laki,184.1,94,69.2,sedang,jarang,tidak pernah,4,Meningkatkan Kebugaran
713,19,laki-laki,182.6,83.7,76.7,sedang,tidak pernah,sering,6,Meningkatkan Kebugaran
714,51,laki-laki,177.6,70.3,71.9,rendah,tidak pernah,sering,4,Meningkatkan Kebugaran
715,39,laki-laki,192.5,99,80.1,rendah,tidak pernah,sering,4,Meningkatkan Kebugaran
716,34,laki-laki,193.9,91.2,81.5,sedang,sering,sering,8,Meningkatkan Kebugaran
717,50,laki-laki,176.7,72.8,65.3,sedang,jarang,sering,6,Meningkatkan Kebugaran
718,36,laki-laki,197.9,95,101.4,tinggi,sering,sering,5,Meningkatkan Berat Badan
719,41,laki-laki,192.3,119.4,107,sedang,jarang,tidak pernah,8,Menurunkan Berat Badan
720,49,laki-laki,191.1,104.7,84,sedang,jarang,sering,5,Menurunkan Berat Badan
721,64,laki-laki,189.2,100.4,87.9,tinggi,tidak pernah,jarang,8,Menurunkan Berat Badan
722,53,laki-laki,167,67.2,59.4,sedang,jarang,sering,6,Meningkatkan Kebugaran
723,33,laki-laki,169.5,76.5,70.5,rendah,jarang,jarang,9,Menurunkan Berat Badan
724,31,laki-laki,196.7,77.1,63,tinggi,tidak pernah,sering,7,Menurunkan Berat Badan
725,38,laki-laki,195,92.4,80.1,rendah,tidak pernah,sering,4,Meningkatkan Kebugaran
726,65,laki-laki,159,69.1,58.1,sedang,tidak pernah,sering,8,Menurunkan Berat Badan
727,34,laki-laki,190.3,81.4,74.5,rendah,jarang,jarang,5,Menjaga Kesehatan
728,26,laki-laki,175.5,49.3,56,tinggi,sering,jarang,4,Meningkatkan Berat Badan
729,59,laki-laki,199.4,109,115.8,rendah,sering,sering,5,Meningkatkan Berat Badan
730,63,laki-laki,166.1,95,83.8,rendah,jarang,tidak pernah,6,Menurunkan Berat Badan
731,25,laki-laki,179.7,77.2,81.1,tinggi,sering,sering,6,Meningkatkan Berat Badan
732,40,laki-laki,163.5,69.9,57.3,rendah,tidak pernah,jarang,7,Menurunkan Berat Badan
733,58,laki-laki,178.7,84.1,79.6,sedang,sering,sering,4,Menurunkan Berat Badan
734,44,laki-laki,160,68.9,59.5,sedang,jarang,jarang,5,Menurunkan Berat Badan
735,24,laki-laki,194.9,91.8,82,rendah,tidak pernah,sering,6,Menjaga Kesehatan
736,18,laki-laki,167.7,51.5,57.2,tinggi,tidak pernah,sering,5,Meningkatkan Berat Badan
737,22,laki-laki,190.6,78.8,65.6,sedang,sering,sering,5,Menurunkan Berat Badan
738,59,laki-laki,179.5,93.1,64.7,sedang,jarang,jarang,9,Meningkatkan Kebugaran
739,23,laki-laki,170.8,86.3,61.3,rendah,tidak pernah,sering,9,Meningkatkan Kebugaran
740,29,laki-laki,177,73.3,73.5,tinggi,sering,jarang,5,Meningkatkan Kebugaran
741,18,laki-laki,167.1,65.1,65.5,tinggi,sering,tidak pernah,4,Menjaga Kesehatan
742,63,laki-laki,178.8,69.1,67.7,sedang,sering,sering,9,Menjaga Kesehatan
743,54,laki-laki,193.1,97.4,86.5,sedang,jarang,jarang,5,Menurunkan Berat Badan
744,21,laki-laki,195.7,111.5,89.9,sedang,jarang,tidak pernah,9,Menjaga Kesehatan
745,48,laki-laki,175.2,56,63.4,tinggi,tidak pernah,jarang,6,Meningkatkan Berat Badan
746,44,laki-laki,169.5,63.9,58.4,rendah,jarang,sering,5,Menurunkan Berat Badan
747,50,laki-laki,166.3,79.8,68.8,tinggi,sering,jarang,7,Menurunkan Berat Badan
748,43,laki-laki,199.6,102.5,94.2,tinggi,sering,sering,7,Menurunkan Berat Badan
749,53,laki-laki,198.9,100.9,81.7,sedang,jarang,jarang,7,Menurunkan Berat Badan
750,38,laki-laki,170.2,69,59.9,tinggi,tidak pernah,tidak pernah,4,Menjaga Kesehatan
751,42,laki-laki,176.8,84.2,73.1,sedang,sering,tidak pernah,6,Menurunkan Berat Badan
752,51,laki-laki,186.1,91.2,82.6,rendah,jarang,sering,8,Menurunkan Berat Badan
753,64,laki-laki,187.5,81,80.6,rendah,jarang,sering,8,Menjaga Kesehatan
754,26,laki-laki,185.3,70.3,71.8,rendah,jarang,tidak pernah,4,Meningkatkan Kebugaran
755,23,laki-laki,192,98.1,84.5,tinggi,jarang,sering,5,Menjaga Kesehatan
756,63,laki-laki,171.1,90.4,79.1,rendah,tidak pernah,sering,7,Menurunkan Berat Badan
757,42,laki-laki,197.3,85.7,83.8,sedang,sering,sering,5,Meningkatkan Kebugaran
758,27,laki-laki,169.2,73,69.1,rendah,tidak pernah,jarang,4,Menurunkan Berat Badan
759,27,laki-laki,175.9,73.3,67.4,rendah,tidak pernah,tidak pernah,7,Meningkatkan Kebugaran
760,65,laki-laki,168.3,59.8,61.3,rendah,sering,sering,7,Meningkatkan Kebugaran
761,43,laki-laki,191.8,72.4,86.3,rendah,jarang,sering,5,Meningkatkan Kebugaran
762,40,laki-laki,182,74.7,82.4,tinggi,sering,tidak pernah,4,Meningkatkan Berat Badan
763,25,laki-laki,199.8,76.1,95.5,rendah,tidak pernah,jarang,6,Menjaga Kesehatan
764,39,laki-laki,187.6,81.6,78.7,tinggi,jarang,jarang,4,Menjaga Kesehatan
765,57,laki-laki,197.3,115,83.8,tinggi,sering,jarang,7,Meningkatkan Kebugaran
766,56,laki-laki,162,62.5,55.5,tinggi,sering,jarang,9,Menjaga Kesehatan
767,30,laki-laki,184,81.3,72.6,tinggi,sering,tidak pernah,8,Menjaga Kesehatan
768,60,laki-laki,189.6,63.7,80.2,rendah,tidak pernah,jarang,7,Meningkatkan Kebugaran
769,42,laki-laki,169.7,78.9,67.1,tinggi,tidak pernah,sering,7,Menurunkan Berat Badan
770,48,laki-laki,178.1,88.1,76.3,tinggi,sering,sering,6,Menurunkan Berat Badan
771,53,laki-laki,182.8,84.1,79.1,tinggi,sering,sering,4,Meningkatkan Kebugaran
772,44,laki-laki,181.5,79.8,90.3,rendah,sering,tidak pernah,5,Meningkatkan Berat Badan
773,24,laki-laki,171.9,69.6,75.2,rendah,sering,jarang,7,Meningkatkan Berat Badan
774,21,laki-laki,183.7,65.5,78.8,sedang,sering,jarang,6,Meningkatkan Kebugaran
775,41,laki-laki,164.1,81.7,69.9,sedang,jarang,sering,4,Menurunkan Berat Badan
776,63,laki-laki,172.9,70,61.5,rendah,tidak pernah,jarang,5,Meningkatkan Kebugaran
777,30,laki-laki,191.3,76.2,81.7,sedang,sering,jarang,4,Menjaga Kesehatan
778,25,laki-laki,191.1,116.1,96.6,rendah,tidak pernah,tidak pernah,7,Menurunkan Berat Badan
779,25,laki-laki,167.5,85.5,71.4,tinggi,sering,sering,4,Menurunkan Berat Badan
780,56,laki-laki,182.8,99.4,68.6,sedang,sering,jarang,9,Meningkatkan Kebugaran
781,32,laki-laki,194.7,83.2,87.4,sedang,tidak pernah,tidak pernah,8,Meningkatkan Berat Badan
782,59,laki-laki,187.2,87.8,81.7,rendah,tidak pernah,tidak pernah,8,Menurunkan Berat Badan
783,53,laki-laki,198,142.8,117.2,sedang,jarang,jarang,4,Menurunkan Berat Badan
784,50,laki-laki,193.4,85.7,80.1,sedang,jarang,jarang,6,Menjaga Kesehatan
785,24,laki-laki,184.7,86.9,69.3,tinggi,sering,jarang,8,Menjaga Kesehatan
786,28,laki-laki,193.6,80,81.7,rendah,tidak pernah,tidak pernah,7,Menjaga Kesehatan
787,27,laki-laki,189,97.2,81.6,tinggi,jarang,tidak pernah,6,Menjaga Kesehatan
788,57,laki-laki,176.7,102.3,82.5,sedang,jarang,jarang,8,Menurunkan Berat Badan
789,19,laki-laki,167.2,62,56.6,rendah,tidak pernah,jarang,6,Menjaga Kesehatan
790,64,laki-laki,185.6,88.9,84.4,rendah,tidak pernah,tidak pernah,6,Menurunkan Berat Badan
791,38,laki-laki,179.1,77.8,76.1,sedang,sering,sering,5,Menjaga Kesehatan
792,65,laki-laki,171.2,80.6,74.6,sedang,tidak pernah,jarang,8,Menurunkan Berat Badan
793,38,laki-laki,163.1,54.7,49.7,rendah,jarang,tidak pernah,7,Menurunkan Berat Badan
794,45,laki-laki,173.6,66.9,55,sedang,sering,tidak pernah,8,Menurunkan Berat Badan
795,49,laki-laki,190.2,93.2,77.7,sedang,jarang,sering,9,Menjaga Kesehatan
796,35,laki-laki,191.4,93.2,79.4,sedang,sering,jarang,4,Menjaga Kesehatan
797,48,laki-laki,187.2,81.3,83,sedang,tidak pernah,sering,4,Meningkatkan Kebugaran
798,48,laki-laki,171.2,80.7,68.7,rendah,tidak pernah,sering,5,Menjaga Kesehatan
799,44,laki-laki,190.7,113.4,101.3,tinggi,jarang,jarang,7,Menurunkan Berat Badan
800,58,laki-laki,162.2,67.1,59.4,sedang,sering,jarang,4,Menurunkan Berat Badan
801,48,laki-laki,177.6,91.3,63.6,rendah,tidak pernah,jarang,8,Menjaga Kesehatan
802,48,laki-laki,196.9,91.9,81.4,rendah,tidak pernah,sering,9,Meningkatkan Kebugaran
803,59,laki-laki,174.6,63,63.8,rendah,tidak pernah,jarang,8,Meningkatkan Kebugaran
804,30,laki-laki,173.2,64.7,53.7,rendah,jarang,tidak pernah,5,Menurunkan Berat Badan
805,23,laki-laki,174.4,87.3,79.7,rendah,tidak pernah,sering,7,Menurunkan Berat Badan
806,41,laki-laki,162.2,42.1,54.4,rendah,tidak pernah,tidak pernah,6,Meningkatkan Kebugaran
807,54,laki-laki,170.1,59.4,60.3,rendah,jarang,tidak pernah,6,Meningkatkan Kebugaran
808,47,laki-laki,188.4,94.5,84,rendah,jarang,tidak pernah,7,Meningkatkan Kebugaran
809,44,laki-laki,196.9,109.3,96.5,tinggi,jarang,tidak pernah,6,Menurunkan Berat Badan
810,34,laki-laki,192.8,80.1,87.4,tinggi,sering,jarang,4,Menjaga Kesehatan
811,36,laki-laki,182.3,69.8,75.1,sedang,sering,sering,7,Menjaga Kesehatan
812,22,laki-laki,190.6,91.3,75.3,sedang,sering,tidak pernah,7,Meningkatkan Kebugaran
813,32,laki-laki,193.1,86.5,79,rendah,tidak pernah,tidak pernah,5,Menjaga Kesehatan
814,65,laki-laki,166.4,75.7,70.6,sedang,sering,jarang,8,Menurunkan Berat Badan
815,20,laki-laki,183.8,72.1,78.8,rendah,tidak pernah,jarang,4,Menjaga Kesehatan
816,64,laki-laki,185.6,82.5,75.8,rendah,jarang,jarang,8,Meningkatkan Kebugaran
817,51,laki-laki,187.2,76.4,74.6,rendah,tidak pernah,sering,4,Menjaga Kesehatan
818,65,laki-laki,191.9,91.8,84.3,tinggi,sering,tidak pernah,4,Menjaga Kesehatan
819,31,laki-laki,186.1,117.6,98,tinggi,jarang,jarang,9,Menurunkan Berat Badan
820,60,laki-laki,168.2,82.9,74.3,rendah,tidak pernah,sering,8,Menurunkan Berat Badan
821,44,laki-laki,176.9,88.1,68,rendah,jarang,jarang,9,Menjaga Kesehatan
822,58,laki-laki,183.7,61.5,80.9,rendah,sering,sering,8,Meningkatkan Kebugaran
823,64,laki-laki,181.7,104,83.3,rendah,tidak pernah,jarang,9,Menurunkan Berat Badan
824,36,laki-laki,192.9,72.9,72.1,tinggi,sering,sering,8,Meningkatkan Kebugaran
825,40,laki-laki,188.5,62.2,79.7,rendah,tidak pernah,sering,6,Meningkatkan Kebugaran
826,60,laki-laki,181.7,102.3,84.7,tinggi,jarang,sering,5,Menurunkan Berat Badan
827,22,laki-laki,164.4,57,58.1,tinggi,jarang,sering,5,Menjaga Kesehatan
828,21,laki-laki,173.7,91.6,85.3,rendah,tidak pernah,jarang,6,Menurunkan Berat Badan
829,58,laki-laki,193.3,85.6,77,sedang,tidak pernah,tidak pernah,5,Menjaga Kesehatan
830,21,laki-laki,182.1,81.3,76.2,rendah,jarang,tidak pernah,5,Meningkatkan Kebugaran
